ParticipantID,SEX,ParticipantAge,ParticipantEthnicity1,ParticipantEthnicity2,ParticipantEthnicity3,EducationLevel,FamilyIncome,ParticipantLTR,DatingLength,RelationshipSatisfaction,ProbabilityLeaveCurrentPartner,PartnerNumber,HadSex,AgeSex,ParticipantPrimarilyAttracted,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24rc,CMVS25rc,CMVS26rc,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20,BFFB1,BFFB2rc,BFFB3,BFFB4,BFFB5,BFFB6rc,BFFB7,BFFB8rc,BFFB9rc,BFFB10,BFFB11,BFFB12rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18rc,BFFB19,BFFB20,BFFB21rc,BFFB22,BFFB23rc,BFFB24rc,BFFB24,BFFB25,BFFB26,BFFB27rc,BFFB28,BFFB29,BFFB30,BFFB31rc,BFFB32,BFFB33,BFFB34rc,BFFB35rc,BFFB36,BFFB37rc,BFFB38,BFFB39,BFFB40,BFFB41rc,BFFB42,BFFB43rc,BFFB44,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20
125,1,40,1, , ,4,6,1,5,10,1,3,1,17,1,2,1,6,1,3,1,6,6,6,2,5,2,2,2,6,6,2,6,6,2,2,2,5,5,2,2,2,6,5,5,2,5,5,5,4,5,5,5,5,5,5,5,6,6,5,2,2,2,6,5,5,5,3,5,5,6,6,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192,2,2,2,2,2,2,4,4,7,7,7,7,7,4,2,6,2,6,6,6,3,4,4,2,4,3,4,2,2,4,3,4,4,2,4,3,5,1,3,5,3,4,3,2,4,5,2,4,4,2,5,4,5,5,2,2,3,4,2,2,2,2,2,4,4,6,6,6,7,7,6,6,2,6,6,6,7,7,6,6,6,6,6,6,6
126,1,44,2, , ,5,6,1,5,7,2,3,1,20,1,2,1,8,1,2,2,5,3,2,2,7,2,2,1,2,6,1,6,2,5,2,2,5,2,3,2,2,2,5,1,2,2,1,2,3,2,7,1,1,3,1,3,2,2,2,6,6,6,2,3,2,2,2,1,2,3,3,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,5,6,5,6,6,5,7,5,7,5,1,7,6,5,5,6,7,7,7,6,4,4,5,1,4,4,4,3,2,4,4,5,5,2,3,4,5,4,1,4,2,5,5,2,4,4,4,5,5,1,5,4,5,5,2,4,5,4,4,1,4,5,5,5,5,6,6,6,6,6,7,6,7,7,7,7,6,6,7,7,7,7,6,7,6
127,1,25,2, , ,4,5,1,3,10,1,3,2, ,1,1,1,0,1,4,5,3,2,2,5,6,4,6,5,5,4,6,4,5,3,2,3,4,2,2,5,3,6,5,4,2,1,3,2,3,3,2,2,3,2,2,4,3,2,3,1,2,4,3,4,3,3,4,2,6,5,5,-.44201679969636,1.42590561171141,.964833977758214,-.254288858046192,5,6,4,3,6,1,5,6,5,4,4,6,5,3,5,6,6,4,5,6,4,4,3,2,4,3,4,2,3,5,4,2,3,4,4,3,2,4,4,5,2,4,4,2,4,3,2,2,3,4,4,3,4,4,2,3,5,2,4,3,3,1,4,5,3,5,6,4,5,4,4,3,5,2,5,6,5,6,3,3,4,6,5,5,6
128,1,25,1, , ,4,5,1,5,8,1,5,1,14,1,5,1,0,1,2,4,5,6,6,5,5,4,6,3,5,7,1,7,7,3,4,2,3,3,2,3,3,2,3,2,5,6,6,6,5,5,5,6,5,6,6,6,7,4,5,2,1,1,4,5,5,4,3,6,6,6,6,1.23035604039193,1.42590561171141,.180102342514866,.504442937912773,6,6,4,4,6,5,6,6,7,7,7,7,7,7,6, ,6,7,7,1,5,5,5,1,5,3,5,5,1,5,3,5,5,3,4,5,5,4,3,5,5,5,4,2,4,5,5,5,5,2,2,4,5,5,1,3,5,5,3,2,3,4,5,3,3,5,6,6,6,5,6,6,6,5,5,6,6,5,5,4,5,6,7,7,7
131,1,29,3,8, ,5,5,2, , , ,1,1,20,1,11,1,0,1,5,1,7,7,1,1,7,1,2,4,1,7,2,7,1,2,3,4,1,1,1,3,1,1,4,4,4,7,7,7,4,4,7,7,7,7,7,7,1,3,3,7,7,7,1,1,7,7,7,7,7,7,1,1.23035604039193,-1.23675486730071,.964833977758214,.504442937912773,2,6,1,2,2,4,5,1,1,1,7,1,4,2,4,5,2,7,3,1,1,5,4,5,5,1,4,3,2,5,3,5,5,3,5,1,4,3,4,5,1,4,4,3,3,4,1,3,4,3,5,1,4,4,3,5,1,5,4,4,5,5,4,4,5,2,2,1,1,4,6,6,4,1,1,7,2,2,1,1,1,1,1,6,2
133,1,33,1, , ,3,4,1,5,10,1,8,1,16,1,7,1,3,1,2,3,6,4,5,2,5,3,3,2,5,4,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,1,4,2,4,4,3,3,3,1,3,4,6,5,7,4,4,5,4,6,4,2,3,3,.394169620347785,-1.23675486730071,-1.38936092797183,-.254288858046192,4,5,5,6,6,4,3,4,6,6,7,5,6,5,6,6,6,6,6,6,4,4,4,2,3,4,4,4,3,4,4,5,4,3,3,4,4,4,3,3,4,4,4,2,4,3,3,4,5,3,3,4,4,4,2,2,4,4,4,2,3,3,4,4,3,4,4,4,4,5,5,5,5,6,5,5,6,6,5,4,5,5,6,5,5
134,1,39,8, , ,4,6,1,4,10,1,5,1,18,1,5,1,6,1,4,2,6,6,5,2,7,2,5,3,5,6,2,4,5,2,3,2,5,2,3,1,1,4,5,1,1,3,2,4,5,2,3,3,2,5,3,3,2,1,2,6,6,7,3,3,5,3,5,3,2,3,2,-.44201679969636,.538352118707369,.180102342514866,-.254288858046192,5,6,7,7,6,2,2,1,7,6,2,6,5,5,6,5,6,6,6,5,4,2,5,1,5,4,5,4,2,4,5,4,5,3,5,5,4,4,2,5,2,4,4,2,4,4,5,4,5,2,4,4,5,5,1,5,2,4,5,2,4,2,5,5,4,5,5,3,5,6,5,7,6,7,7,6,7,7,7,7,6,7,7,7,7
135,1,43,1, , ,3,8,1,5,4,1,4,1,15,1,4,1,8,1,2,3,1,1,1,1,6,2,1,4,1,6,3,6,1,2,2,2,4,2,2,2,2,3,4,3,2,6,6,5,6,6,7,6,5,4,5,7,7,7,5,6,1,1,7,7,5,5,7,7,7,4,5,-.44201679969636,-.349201374296671,.180102342514866,-1.01302065400516,5,6,6,6,5,3,4,4,7,2,7,7,6,6,6,5,6,6,2,6,5,2,5,1,5,4,5,3,2,5,5,5,5,2,5,5,5,4,4,5,4,1,5,4,2,5,3,2,5,3,5,3,5,4,1,3,3,3,3,4,5,5,5,3,5,5,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,6
136,1,28,1, , ,5,8,1,5,11,1,1,1,16,1,1,1,3,1,3,1,7,6,5,1,4,1,1,1,4,5,1,6,4,1,1,5,5,1,1,5,1,1,5,1,1,3,3,4,6,4,7,7,7,7,7,5,1,1,4,6,7,7,4,4,3,2,7,4,1,1,1,-1.27820321974051,-1.23675486730071,-.604629292728481,-1.01302065400516,6,6,7,6,7,2,7,6,7,7,7,7,5,5,4,6,5,6,3,3,4,4,5,1,4,1,4,5,1,5,3,5,5,4,4,4,2,2,3,3,1,2,2,1,5,3,4,4,5,1,2,2,3,5,2,2,1,5,3,3,4,2,3,5,1,5,6,4,5,6,6,7,5,4,6,7,7,7,7,6,6,7,7,7,7
137,1,39,1, , ,3,5,1,5,8,2,11,1,14,1,5,1,8,1,3,2,2,5,5,3,6,5,6,2,5,3,5,3,5,4,4,3,5,2,2,2,1,4,5,2,1,2,2,2,2,2,4,2,2,2,2,2,2,7,7,3,5,4,6,6,6,6,6,5,3,3,5,-.44201679969636,-1.23675486730071,-.604629292728481,-.254288858046192,5,5,7,6,6,4,7,3,7,4,6,6,6,6,6,6,6,6,5,6,4,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,2,4,2,3,7,7,2,6,6,6,6,4,5,5,6,6,4,6,6,5,6,5,6,6
138,1,27,1, , ,2,6,1,5,10,1,10,1,17,1,10,1,10,1,2,2,5,7,5,1,7,1,1,1,7,7,1,7,5,5,1,5,3,3,2,4,1,2,4,4,3,2,4,4,4,4,2,6,7,7,6,7,1,1,1,6,7,7,2,2,6,4,6,3,4,2,6,-.44201679969636,.538352118707369,-1.38936092797183,-1.01302065400516,6,6,6,7,6,7,7,5,7,7,1,5,7,7,7,5,4,4,3,1,1,5,5,4,2,1,5,4,3,5,1,5,5,4,3,2,5,4,5,3,1,5,4,3,3,2,1,4,5,4,3,1,5,4,3,2,1,5,5,5,3,3,5,4,2,6,5,5,6,7,7,7,5,6,5,6,7,7,7,5,5,5,6,5,6
139,1,50,1, , ,4,3,1,5,7,1,2,1,19,1,2,1,4,1,3,1,5,7,1,1,3,1,1,1,1,7,1,7,7,1,1,6,5,7,7,4,2,6,7,7,1,3,3,5,7,4,7,7,7,7,7,7,4,4,3,7,3,7,3,6,6,7,7,5,1,2,6,-2.11438963978465,-1.23675486730071,-1.38936092797183,-.254288858046192,7,7,3,7,7,7,1,1,1,1,7,7,3,1,6,4,2,6,1,2,1,5,5,1,1,1,5,4,1,5,2,5,5,2,1,1,5,2,1,1,1,1,5,2,4,1,1,4,5,2,5,1,5,5,1,1,1,5,5,2,1,5,5,3,5,7,7,7,6,6,7,7,5,7,7,7,7,7,7,7,1,1,4,5,6
141,1,27,1, , ,5,7,1,5,11,1,100,1,21,1,1,1,10,1,5,2,2,3,3,4,4,4,4,3,4,3,4,3,4,7,7,6,6,7,6,7,6,5,6,6,7,1,2,3,4,4,4,5,5,4,2,6,3,3,3,2,3,3,3,3,3,2,3,2,5,5,6,.394169620347785,1.42590561171141,-.604629292728481,-.254288858046192,7,6,6,1,7,1,6,6,6,7,7,6,7,6,6,6,6,6,5,7,1,5,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,5,1,5,5,5,7,7,7,7,7,7,7,6,4,6,6,5,6,5,5,6,6,5,6,6
142,1,52,1, , ,3,8,1,5,8,1,10,1,14,1,68,1,6,1,3,7,6,5,7,6,7,4,7,6,7,6,3,7,7,2,2,5,1,4,3,5,3,4,4,3,4,6,6,6,6,6,1,4,3,4,5,7,4,2,4,5,6,6,1,1,7,4,7,7,1,7,4,-.44201679969636,-.349201374296671,.180102342514866,-1.01302065400516,2,5,6,5,3,3,5,6,7,5,7,5,2,2,2,3,5,5,2,2,3,1,5,4,1,2,4,2,1,5,1,5,5,4,5,2,5,4,2,3,2,5,2,1,5,1,2,1,4,4,2,2,4,5,2,4,4,4,3,2,4,2,4,4,1,6,3,3,3,5,6,5,5,3,5,2,5,3,5,5,5,5,5,2,3
143,1,27,1, , ,4,5,1,4,10,2,2,1,22,1,2,1,9,1,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,4,3,4,4,4,4,3,3,3,5,5,5,5,4,3,3,3,3,4,4,4,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192,5,5,5,5,5,2,7,7,4,7,7,7,5,5,5,5,5,5,5,5,4,2,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,2,4,5,4,4,5,3,5,3,5,5,2,3,3,4,3,3,4,1,4,4,5,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
144,1,32,8, , ,3,3,1,5,11,1,5,1,17,1,5,1,30,1,3,1,7,7,7,1,7,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1,1,2,1,1,1,1,1,7,7,7,2,2,1,1,1,2,1,1,1,1.23035604039193,2.31345910471545,-1.38936092797183,2.0219065298307,5,7,7,7,7,1,1,7,4,7,7,7,7,7,7,7,7,7,5,6,5,2,5,1,5,5,5,1,1,5,5,5,5,1,4,5,5,2,1,5,5,5,2,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,2,7,7,4,4,7,7,7,7,5,7,7,7,7,7,7,7,7,7,5,6
146,1,57,1, , ,5,4,1,5,11,1,7,1,18,1,6,1,0,1,4,1,1,4,7,1,5,1,1,1,7,7,1,7,6,1,1,1,4,1,1,1,1,4,4,1,1,4,4,5,7,7,4,5,5,4,5,1,1,1,7,7,7,7,7,7,7,4,7,3,1,1,1,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516,5,5,7,7,7,7,7,3,7,7,7,5,7,7,7,5,5,5,6,5,4,5,5,1,5,3,5,5,2,5,4,5,5,2,5,4,5,5,3,5,3,5,5,5,1,3,3,5,5,1,5,3,5,5,2,1,4,5,5,1,4,5,5,5,4,5,5,5,5,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
147,1,42,1, , ,2,3,1,5,9,1,8,1,14,1,20,4,4,1,3,3,7,5,5,1,7,1,2,2,4,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,2,5,7,7,1,1,2,2,1,2,1,4,2,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192,5,6,6,5,5,4,4,5,6,6,5,3,6,6,6,7,6,6,5,4,4,5,5,4,4,3,5,2,1,5,3,5,4,2,4,4,4,1,2,4,3,4,4,2,4,4,3,4,3,2,4,4,5,3,2,3,4,5,4,2,4,4,4,3,4,5,6,5,5,6,6,6,6,5,6,4,5,6,7,6,6,6,5,6,7
148,1,63,1, , ,4,8,1,5,10,1,5,1,20,1,1,1,2,1,4,1,4,6,1,1,5,1,1,1,1,4,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,7,4,6,5,3,4,3,2,1,1,4,6,6,7,3,4,4,4,7,2,1,1,4,-1.27820321974051,-1.23675486730071,-1.38936092797183,-1.01302065400516,5,6,5,6,7,5,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,2,4,5,5,5,4,5,4,5,5,4,3,4,4,5,4,2,5,4,5,1,5,4,5,5,5,2,5,5,5,5,2,4,5,5,5,4,4,4,4,4,4,5,5,3,5,5,6,6,5,6,6,7,6,6,5,6,5,5,7,6,7
149,1,38,1, , ,3,4,1,5,11,1,5,1,14,1,20,1,4,1,2,2,6,4,5,1,5,1,1,1,7,4,1,3,6,2,2,4,2,1,2,4,1,5,3,2,1,2,1,1,1,1,2,1,1,1,1,1,7,5,4,2,1,1,3,2,1,2,1,1,2,4,4,.394169620347785,-.349201374296671,-.604629292728481,-1.01302065400516,3,6,2,2,5,6,2,5,7,7,7,6,5,2,7,3,3,2,1,1,1,2,3,5,3,1,3,2,5,3,1,5,3,5,2,1,2,4,5,3,1,2,3,5,1,2,1,3,3,5,4,1,3,3,5,1,1,1,3,5,5,5,4,4,1,2,3,2,3,6,7,7,6,3,5,5,5,2,5,5,1,1,5,1,5
150,1,33,1, , ,5,2,1,5,8,1,3,1,19,1,5,1,0,1,5,5,5,7,2,2,3,2,1,5,2,6,2,6,1,2,2,4,5,4,5,5,7,3,5,5,2,4,2,2,3,2,2,5,5,5,4,3,6,6,7,7,7,7,3,3,2,2,5,2,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,5,6,1,5,4,3,1,6,4,5,7,6,7,6,7,2,2,3,2,2,2,3,4,4,4,2,3,4,5,5,3,4,5,5,4,2,2,3,5,4,2,2,4,5,1,4,1,3,4,5,4,1,3,4,5,5,2,3,4,5,4,5,3,4,5,2,5,5,5,4,6,6,6,3,4,6,5,5,4,2,2,2,5,3,5
151,1,33,1, , ,3,8,1,5,10,1,15,1,16,1,15,1,1,1,5,1,4,7,7,4,7,1,1,1,7,7,1,7,7,1,1,1,4,1,1,1,1,4,4,4,1,7,7,7,4,4,2,2,1,1,1,7,7,4,7,1,1,1,7,7,2,7,7,7,7,7,7,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174,4,7,7,7,7,7,7,4,6,7,7,3,7,7,7,4,4,4,1,5,1,4,5,2,3,1,5,5,2,2,4,5,5,3,3,3,5,5,3,1,1,4,5,3,3,2,1,3,5,3,3,1,5,5,1,1,1,4,5,3,3,4,5,4,2,7,4,4,4,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7
152,1,36,1, , ,4,8,1,4,11,1,2,1,18,1,2,1,1,1,4,2,2,5,5,5,6,6,2,2,6,6,6,6,6,2,2,2,2,2,2,2,2,3,3,3,2,4,4,4,4,4,3,3,3,3,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,5,1,5,3,5,5,1,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
153,1,36,1, , ,4,8,1,5,10,1,3,1,22,1,1,1,5,1,4,1,4,4,5,1,5,1,1,1,5,4,1,4,4,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,6,2,6,4,4,4,4,3,1,2,4,5,6,5,2,3,3,4,5,2,2,2,2,-.44201679969636,-.349201374296671,-1.38936092797183,-1.01302065400516,3,5,5,5,5,6,5,6,7,7,7,7,6,5,5,5,5,4,4,6,2,4,4,1,3,1,4,4,2,4,4,5,4,2,3,3,4,3,2,4,1,3,4,1,5,3,2,3,4,1,3,1,4,4,2,2,2,5,4,2,3,4,3,4,3,5,5,5,5,6,6,6,5,5,5,5,5,5,6,5,6,5,6,7,6
154,1,29,3, , ,4,1,1,5,11,1,1,1,19,1,1,1,20,1,4,7,6,6,1,6,6,6,7,7,6,7,7,7,7,1,3,1,7,7,7,1,2,3,3,1,1,7,7,7,7,7,7,7,7,7,7,2,6,7,7,6,6,6,6,6,6,7,6,6,2,1,2,1.23035604039193,2.31345910471545,2.53429724824491,.504442937912773,7,6,6,2,2,7,7,7,2,7,7,7,7,6,6,7,7,6,6,7,5,2,4,2,5,1,4,4,4,5,5,5,4,2,4,3,4,2,1,4,5,3,5,5,1,3,3,3,4,4,4,4,3,4,2,2,4,3,4,2,2,3,3,2,4,7,7,7,6,6,7,7,7,7,6,7,7,7,7,6,7,7,6,7,7
155,1,33,1, , ,4,3,1,5,10,1,10,1,16,1,7,1,2,1,4,6,2,5,4,5,7,5,3,5,5,7,3,7,3,3,5,3,7,6,6,3,3,7,7,7,6,6,6,6,6,6,7,5,3,2,2,2,6,6,7,1,1,4,7,7,5,7,7,7,6,1,2,1.23035604039193,-1.23675486730071,-1.38936092797183,1.26317473387174,6,7,2,5,5,4,2,6,4,6,7,7,6,3,6,2,5,2,1,3,2,2,5,3,4,2,4,3,4,5,4,4,5,4,5,3,3,4,4,4,2,2,2,4,2,3,2,2,4,4,4,2,4,5,4,3,2,3,4,5,4,4,4,2,4,4,5,6,6,6,7,7,7,6,6,2,3,2,6,5,1,2,6,5,6
156,1,44,1, , ,5,2,2, , , ,6,1,20,1,3,1,0,1,3,6,7,6,6,2,5,2,5,6,6,7,4,7,6,2,2,3,6,6,2,2,1,3,4,4,2,2,2,2,3,2,6,3,2,3,2,5,1,1,1,6,5,6,2,2,3,1,3,2,2,2,2,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192,1,7,6,7,5,3,1,1,7,7,7,7,2,1,1,7,7,7,5,5,1,4,5,2,5,1,5,4,3,5,3,3,5,4,4,3,5,5,4,5,1,5,5,3,3,5,1,5,5,2,5,1,5,5,4,4,1,5,5,4,5,5,4,3,2,3,4,1,1,5,6,6,4,7,7,7,7,7,7,7,7,6,4,4,6
157,1,42,1, , ,3,7,2, , , ,6,1,14,1,6,0,0,1,1,6,5,7,1,2,6,3,1,2,1,6,2,4,2,1,1,2,1,1,1,1,1,1,2,2,1,4,4,5,7,4,7,6,7,7,6,5,7,6,7,7,7,7,2,2,6,4,4,5,6,3,3,-2.11438963978465,-2.12430836030475,-1.38936092797183,-2.53048424592309,1,6,4,3,5,7,1,7,4,5,7,7,5,3,3,6,3,7,3,1,5,5,4,4,4,5,5,2,5,1,1,5,4,4,2,3,5,2,5,4,5,1,5,4,2,4,3,5,3,2,5,5,5,4,4,1,4,5,2,5,4,5,4,3,4,5,3,1,2,5,7,6,4,3,4,5,3,2,5,6,5,5,6,3,6
158,1,59,1, , ,4,8,1,5,10,1,5,1,15,1,30,1,4,1,4,1,4,5,6,1,6,1,4,1,7,7,1,7,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,6,4,4,3,3,3,4,2,6,3,3,6,7,7,3,3,4,3,6,3,1,1,1,-.44201679969636,-.349201374296671,.180102342514866,.504442937912773,6,6,6,7,7, ,6,4,7,7,7,5,7,7,7,7,7,7,5,1,5,5,5,1,4,5,5,5,2,4,5,5,5,1,4,5,5,5,2,4,5,5,5,2,4,3,1,5,4,1,4,5,5,5,2,4,5,5,5,2,4,4,5,5,4,5,6,5,6,7,6,7,7,7,7,6,7,7,7,7,6,6,7,7,7
159,1,35,1, , ,3,6,1,5,6,1,7,1,18,1,7,1,2,1,2,2,6,6,4,2,6,2,2,2,4,4,2,4,4,2,2,4,2,2,2,3,2,2,2,2,2,4,4,5,5,5,5,5,6,6,5,5,6,6,6,6,5,5,2,2,6,3,6,6,2,6,2,1.23035604039193,.538352118707369,.964833977758214,2.0219065298307,6,6,5,7,4,7,2,4,2,2,3,2,4,3,6,2,2,6,2,2,2,3,5,3,4,2,4,5,5,5,2,3,5,4,4,2,4,5,5,4,1,4,2,4,2,4,3,3,5,4,4,1,4,4,4,4,2,4,5,5,5,5,4,4,5,5,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
160,1,65,1, , ,4,5,1,5,8,1,3,1,17,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,5,5,5,1,1,2,3,2,4,4,4,4, ,7,2,3,5,5,5,5,3,3,3,-2.11438963978465,-1.23675486730071, ,-.254288858046192,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,4,6,4,4,5,1,4,2,5,5,1,5,5,5,5,2,4,4,5,5,2,4,2,5,5,1,5,5,4,5,5,1,4,2,5,5,1,3,3,5,5,2,4,5,4,5,4,6,6,6,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
162,1,40,1, , ,5,6,2, , , ,20,1,15,1,20,1,0,1,2,5,7,3,5,1,7,1,7,2,5,7,2,7,2,6,4,7,6,5,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,2,6,7,7,1,1,7,7,7,6,6,7,5,-1.27820321974051,-1.23675486730071,-.604629292728481,.504442937912773,5,5,2,3,2,6,1,2,7,4,7,2,2,1,1,1,1,5,1,1,4,1,4,4,3,1,5,4,3,3,1,2,5,4,2,1,2,4,3,4,1,3,1,3,3,3,4,3,4,4,1,1,5,5,4,4,2,4,1,3,3,1,4,2,1,5,5,5,6,6,7,7,6,1,2,7,5,5,4,3,2,2,5,7,4
163,1,31,1, , ,4,6,1,5,8,1,1,1,17,1,1,1,0,1,2,3,5,5,5,1,3,1,1,1,5,5,1,4,5,1,1,3,2,1,1,2,1,4,5,2,1,3,4,5,6,4,5,7,7,7,6,6,1,2,3,7,7,7,2,3,6,4,7,3,1,5,5,-1.27820321974051,-1.23675486730071,-.604629292728481,-2.53048424592309,6,7,3,5,7,7,7,7,7,6,7,7,7,7,7,3,3,3,1,1,2,2,4,5,5,1,4,4,4,5,2,4,5,4,4,2,2,5,5,5,1,1,4,4,2,5,1,2,4,4,4,2,4,5,4,3,1,4,4,5,4,5,4,2,3,6,5,7,7,6,7,6,3,3,5,6,5,5,6,6,3,3,7,4,6
164,1,55,1, , ,3,6,2, , , ,5,1,13,1, ,0,0,1,5,1,1,1,4,1,1,1,3,1,6,4,1,1,1,7,7,7,2,7,7,7,7,7,7,7,7,6,5,5,5,5,3,6,6,6,6,5,4,2,6,6,6,6,6,2,6,6,6,5,2,2,2,-2.9505760598288,-2.12430836030475,-1.38936092797183,-2.53048424592309,7,4,2,6,7,6,6,5,7,4,7,2,5,5,5,5,5,5,5,5,4,5,5,1,1,5,4,5,4,2,2,5,5,4,2,2,5,5,4,1,4,4,5,2,4,1,3,2,5,1,2,5,4,5,4,1,4,5,5,4,1,1,4,2,1,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6
165,1,56,1, , ,2,6,1,5,9,1,10,1,17,1,10,1,2,1,4,1,6,7,7,3,7,1,1,1,6,6,1,7,6,1,1,1,1,1,1,2,2,3,3,1,1,5,4,3,4,3,2,3,5,4,3,6,4,5,5,2,2,2,5,5,5,5,5,3,3,4,5,.394169620347785,-1.23675486730071,-1.38936092797183,-1.01302065400516,5,6,5,6,4,5,3,1,3,6,7,7,1,1,1,3,1,1,2,5,4,5,4,4,2,2,5,4,2,4,3,5,5,4,4,3,5,2,3,2,3,5,5,2,4,2,4,5,4,3,3,2,5,4,2,2,5,5,4,2,4,4,4,2,2,5,5,4,5,6,5,6,3,6,6,5,5,5,5,6,3,3,3,5,5
166,1,62,1, , ,5,8,2, , , ,35,1,18,1,25,0,0,1,3,6,6,6,4,4,5,4,2,6,4,6,4,6,6,4,6,2,6,6,4,2,2,2,6,4,5,2,2,2,2,2,6,4,4,4,3,2,2,1,4,6,6,6,2,2,2,2,4,5,2,2,2,-1.27820321974051,-1.23675486730071,-.604629292728481,-1.01302065400516,6,6,6,6,6,7,2,6,7,3,7,6,6,6,6,7,7,7,3,2,5,2,5,1,4,2,5,4,3,4,4,4,5,4,3,3,4,5,4,4,3,3,5,3,3,4,4,2,4,2,2,4,4,5,2,2,5,5,5,3,4,2,5,4,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
167,1,29,3, , ,4,5,1,5,11,1,1,1,25,1,1,1,12,1,4,1,1,5,2,7,1,7,2,1,1,7,1,7,1,2,1,1,5,2,5,1,1,4,5,5,2,1,2,3,5,3,6,2,2,4,2,2,1,2,2,6,5,7,3,5,2,2,4,2,2,4,3,-.44201679969636,-1.23675486730071,-1.38936092797183,-.254288858046192,6,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,5,2,4,4,5,5,2,4,5,5,5,2,4,4,4,5,1,4,4,5,5,2,4,4,3,4,5,2,4,4,5,4,2,1,4,4,5,2,4,4,5,4,4,3,5,3,5,6,7,6,5,6,6,6,6,6,7,7,5,5,7,6,7
